#,Lyrics,Title,Artist,Type,Conditional Lyric Entropy,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Acoustic Deviation (Antagonistic),Dance Deviation (Antagonistic),BPM Deviation (Antagonistic),Acoustic Deviation (Dionysitic),Dance Deviation (Dionysitic),BPM Deviation (Dionysitic),Acoustic Deviation (Doloristic),Dance Deviation (Doloristic),BPM Deviation (Doloristic),Acoustic Deviation (Stoiostatic),Dance Deviation (Stoiostatic),BPM Deviation (Stoiostatic),Energy Deviation (Antagonistic),Valence Deviation (Antagonistic),Energy Deviation (Dionysitic),Valence Deviation (Dionysitic),Energy Deviation (Doloristic),Valence Deviation (Doloristic),Energy Deviation (Stoiostatic),Valence Deviation (Stoiostatic),Original_Length,Gzip_Length,Bzip2_Length,Most_Compressed_Length,Compression_Ratio,Most_Compressed_Type,Lyric Valence,Lyric Arousal
828,"
Did we lose ourselves again?
Did we take in what's been said?
Did we take the time to be
All the things we said we'd be?
Did we bury heads in sand
When my future's in my hands

It means nothing
It means nothing

You can find yourself a god
Believe in which one you want
Cause they love you all the same
They just go by different names
Can you fly your flag today?
Are you proud or just ashamed?

It means nothing
It means nothing
It means nothing
It means nothing
It means nothing
If I haven't got you
If I haven't got you
If I haven't got you
If I haven't got you

The sun sets in the sky
You're the apple of my eye
If the bomb goes off again
Blows my brain around the train
And I hope that I'm with you
Cause I wouldn't know what to do

It means nothing
It means nothing
It means nothing
It means nothing
It means nothing
If I haven't got you
If I haven't got you
If I haven't got you
If I haven't got you",It Means Nothing,Stereophonics,Doloristic,1.64823920109515,2007-01-01,141,62,44,-6,37,3:49,28,43,262,3814,23.75,-5.09,15.37,15.36,-19.88,21.86,-2.43,-5.45,22.03,-2.31,-19.6,29.13,-19.3860911270983,-2.16546762589928,-13.9893992932862,-34.5759717314488,9.56616052060738,1.61822125813449,11.4938271604938,-18.3148148148148,908,365,407,365,0.4019823788546255,1,0.3148900662926305,0.0892473574415155
83,"Must have been love
But it's over now

Lay a whisper on my pillow
Leave the winter on the ground
I wake up lonely
This air of silence
In the bedroom and all around (All around)
Touch me now
I close my eyes
And dream away

It must have been love
But it's over now
It must have been good
But I lost it somehow
It must have been love
But it's over now
From the moment we touched
'Til the time had run out

Make believing we're together
That I'm sheltered by your heart
But in and outside
I turn to water
Like a teardrop in your palm
And it's a hard
Winter's day
I dream away
It must have been love (Must have been love)
But it's over now (But it's over now)
It was all that I wanted
Now I'm living without
It must have been love (Must have been love)
But it's over now (It's over now)
It's where the water flows

It's where the wind blows


It must have been love (Must have been love)
But it's over now (It's over now)
It must have been good
But I lost it somehow
It must have been love (Must have been love)
But it's over now (It's over now)
From the moment we touched
Till the time had run out
Yeah, it must have been love (Must have been love)
But it's over now (It's over now)
It was all that I wanted
Now I'm living without
It must have been love
But it's over now
It's where the water flows
It's where the wind blows

(Must have been love)
It must have been love
But it's over now
No, no, no",It Must Have Been Love,Roxette,Stoiostatic,1.50721996401424,1990-05-20,81,65,52,-7,72,4:19,34,80,95,7335,29.75,2.91,-44.63,21.36,-11.88,-38.14,3.57,2.55,-37.97,3.69,-11.6,-30.87,-16.3860911270983,32.8345323741007,-10.9893992932862,0.42402826855124,12.5661605206074,36.6182212581345,14.4938271604938,16.6851851851852,1395,437,489,437,0.3132616487455197,1,0.2360008957481748,0.1051619979861106
1236,"
When I was seventeen
It was a very good year
It was a very good year for small town girls
And soft summer nights
We'd hide from the lights
On the village green
When I was seventeen

When I was twenty-one
It was a very good year
It was a very good year for city girls
Who lived up the stair
With all that perfumed hair
And it came undone
When I was twenty-one

When I was thirty-five
It was a very good year
It was a very good year for blue-blooded girls
Of independent means
We'd ride in limousines
Their chauffeurs would drive
When I was thirty-five

But now the days are short
I'm in the autumn of the year
And now I think of my life as vintage wine
From fine old kegs
From the brim to the dregs
It poured sweet and clear
It was a very good year",It Was A Very Good Year,Frank Sinatra,Doloristic,1.86882948508805,1965-08,82,14,18,-15,14,4:27,87,0,1176,5079,82.75,-31.09,-43.63,74.36,-45.88,-37.14,56.57,-31.45,-36.97,56.69,-45.6,-29.87,-67.3860911270983,-25.1654676258993,-61.9893992932862,-57.5759717314488,-38.4338394793926,-21.3817787418655,-36.5061728395062,-41.3148148148148,748,350,374,350,0.4679144385026738,1,0.6902340140451448,0.0809369935439827
122,"
Well, it's all in your mind
It's all in your mind
Well, it's all in your mind
It's all in your mind

And I wanted to be
I wanted to be
Wanted to be
Your good friend

Well, I cannot believe
You got a devil up your sleeve
And he's talking to me
And I cannot believe

And I wanted to be
And I wanted to be
I wanted to be
Your good friend

Well, you're all scared and stiff
A sick, stolen gift
And the people you're with
They're all scared and stiff

And I wanted to be
I wanted to be
Wanted to be
Your good friend",It's All In Your Mind,Beck,Stoiostatic,1.30896080172962,2002-01-01,108,35,51,-11,15,3:06,45,38,49,6009,40.75,1.91,-17.63,32.36,-12.88,-11.14,14.57,1.55,-10.97,14.69,-12.6,-3.87000000000001,-46.386091127098304,-24.1654676258993,-40.9893992932862,-56.5759717314488,-17.4338394793926,-20.3817787418655,-15.5061728395062,-40.3148148148148,511,202,235,202,0.3953033268101761,1,0.146937433808888,0.1310209329836906
179,"
I've been drifting along
In the same stale shoes
Loose ends tying a noose
In the back of my mind

If you thought that you were making your way
To where the puzzles and pagans lay
I'll put it together
It's a strange invitation

When I wake up
Someone will sweep up my lazy bones
And we will
Rise in the cool of the evening

I remember the way that you smiled
When the gravity shackles were wild
And something is vacant
When I think it's all beginning

I've been drifting along
In the same stale shoes
Loose ends tying a noose
In the back of my mind

If you thought that you were making your way
To where the puzzles and pagans lay
I'll put it together
It's a strange invitation",Jack-Ass,Beck,Dionysitic,1.78884383633391,1996-01-01,107,53,71,-7,85,4:01,18,38,171,2206,13.75,21.91,-18.63,5.36,7.12,-12.14,-12.43,21.55,-11.97,-12.31,7.4,-4.87,-28.3860911270983,45.8345323741007,-22.9893992932862,13.4240282685512,0.566160520607376,49.6182212581345,2.49382716049383,29.6851851851852,677,296,347,296,0.4372230428360413,1,0.403634931521301,0.0845854001705695
180,"Somebody keep my balance, I think I'm falling off
Into a state of regression
The expiration date rapidly coming up
It's leaving me behind to rank

Always move forward
Going straight will get you nowhere
There is no progress, evolution killed it all
I found my place in nowhere

I'm taking one step sideways, leading with my crutch
Got a fucked up equilibrium
Count down from 9 to 5, hooray, we're gonna die
Blessed into our distinction

Always move forward
Going straight will get you nowhere
There is no progress, evolution killed it all
I found my place in nowhere


Always move forward
Going straight will get you nowhere
There is no progress, evolution killed it all
I found my place in nowhere
In nowhere, in nowhere",Jaded,Green Day,Dionysitic,1.72665455299352,1995-10-10,159,100,25,-3,84,1:30,0,56,245,8571,-4.25,-24.09,33.37,-12.64,-38.88,39.86,-30.43,-24.45,40.03,-30.31,-38.6,47.13,18.6139088729017,44.8345323741007,24.0106007067138,12.4240282685512,47.5661605206074,48.6182212581345,49.4938271604938,28.6851851851852,721,314,383,314,0.435506241331484,1,0.3144302641296226,0.0891181438572178
181,"One, two, three
Jam, jam
Jam, you wanna get out of jam
Jam, you wanna get out of jam
Jam
You wanna get out
You wanna get out of jam
You wanna get out
You wanna get out of jam
You wanna get out
You wanna get out of jam
You wanna get out
You wanna get out of jam
You wanna get out
You wanna get out of jam
You wanna get out
You wanna get out of jam
You wanna get out
You wanna get out of jam
You wanna get out
You wanna get out of jam

Nation to nation, all the world must come together
Face the problems that we see then maybe somehow we can work it out
I asked my neighbor for a favor, she said later
What has come of all the people, have we lost love of what it's about?
I have to find my peace 'cause no one seems to let me be
False prophets cry of doom, what are the possibilities?
I told my brother there'll be problems, times and tears for fears
But we must live each day like it's the last
Go with it, go with it

Jam
It ain’t, it ain’t too much stuff
It ain’t too much
It ain’t too much for me to
Jam
It ain't
It ain’t too much stuff
It ain’t, don't you
It ain’t too much for me to
Jam

The world keeps changing, rearranging minds and thoughts
Predictions fly of doom, the baby boom has come of age, we'll work it out
I told my brothers don't you ask me for no favors
I'm conditioned by the system, don't you talk to me, don't scream and shout
She prays to God, to Buddha, then she sings a Talmud song
Confusions contradict the self, do we know right from wrong?
I just want you to recognize me in the temple
You can't hurt me, I found peace within myself
Go with it, go with it

Jam
It ain't
It ain't too much stuff
It ain't too much
It ain't too much for me to
Jam
It ain't
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to
Jam
It ain't too much stuff
It ain't too much
It ain't too much for me to
Jam
It ain't
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to
Jam
Jam, jam, here comes the man
Hot damn, the big boy stands with an upper hand
Makin' funky tracks with my man Michael Jackson
Smooth criminal hat, the man is Mike, so relaxed
Mingle, mingle, jingle in the jungle
Bum rushed the door, 3 and 4's in a bundle
Execute the plan, first, I cooled it like a fan
Got with Janet, then with Guy, now with Michael
'Cause it ain’t too hard to

Jam
It ain't
It ain't too much stuff
It ain't too much
It ain't too much for me to
Jam
Get on it
It ain't too much stuff
It ain't
Don't stop
It ain't too much for me to
Jam
It ain't
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to (Hoo-hoo!)
Jam
It ain't (Hoo-hoo!)
It ain't too much stuff
It ain't
Don't you (Hoo-hoo!)
It ain't too much for me to
Jam (Hoo!)
It ain't too hard for me to jam
It ain't too hard for me to jam
It ain't too hard for me to jam (Chh, chh, chh!)
It ain't too hard for me to jam
It ain't too hard for me to jam (Chh, chh, chh!)
It ain't too hard for me to jam
It ain't too hard for me to jam, it ain't too hard for me to jam, it ain't too hard for me to jam (Get down, hoo!)
Ooh!
Chh!
Chh!
Chh!
Chh!
Chh!
Chh!
Ooh!
Get on it

Jam
It ain't
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to
Jam
Uh-huh
It ain't too much stuff
It ain't too much
It ain't too much for me to
Jam (Get on it)
Uh-huh (Get on it)
It ain't too much stuff (Hee-hee!)
It ain't too much
It ain't too much for me to
Jam
Too much
It ain't too much stuff
It ain't
Don't you
It ain't too much for me to
Jam

Get on it
Get on it
Give it, baby
Give it to me
Come on
You really give it to me
Got to give it
You just want to give it",Jam,Michael Jackson,Dionysitic,1.38353185059197,1991-11-13,116,96,88,-5,62,5:38,5,63,142,6964,0.75,38.91,-9.63,-7.64,24.12,-3.14,-25.43,38.55,-2.97,-25.31,24.4,4.13,14.6139088729017,22.8345323741007,20.0106007067138,-9.57597173144876,43.5661605206074,26.6182212581345,45.4938271604938,6.68518518518518,3574,1050,1114,1050,0.293788472299944,1,0.396459902879144,0.0897847232475908
584,"
Here from the king's mountain view
Here from the wild dream come true
Feast like a sultan, I do
On treasures and flesh never few

But I, I would wish it all away
If I thought I'd lose you just one day

The devil and his had me down
In love with the dark side I'd found
Dabblin' all the way down
Up to my neck, soon to drown
But you changed that all for me
Lifted me up, turned me 'round

So I, I, I, I
I would, I would, I would wish this all away

Prayed like a martyr dusk to dawn
Begged like a hooker all night long
Tempted the devil with my song
And got what I wanted all along

But I, I would
If I could, then I would
Wish it away, wish it away
Wish it all away
Wanna wish it all away
No prize that could hold sway
Or justify my giving away my center

So if I could I'd wish it all away
If I thought tomorrow would take you away
You, my peace of mind, my all, my center
Just tryin' to hold on one more day
Damn my eyes, damn my eyes
Damn my eyes if they should compromise the fulcrum
If wants and needs divide me, then I might as well be gone


Shine on forever
Shine on benevolent sun
Shine down upon the broken
Shine until the two become one
Shine on forever
Shine on benevolent sun
Shine down upon the severed
Shine until the two become one
Divided, withering away
Divided, withering away
Shine down upon the many
Light our way, benevolent sun
Breathe in union, breathe in union
Breathe in union, breathe in union
Breathe in union, so as one, survive
Another day and season
Silence, legion, save your poison
Silence, legion, stay out of my way",Jambi,TOOL,Antagonistic,1.69507619801993,2006-04-28,110,83,48,-7,52,7:29,0,64,208,9657,-4.25,-1.09,-15.63,-12.64,-15.88,-9.14,-30.43,-1.45,-8.97,-30.31,-15.6,-1.87,1.61390887290167,12.8345323741007,7.01060070671377,-19.5759717314488,30.5661605206074,16.6182212581345,32.4938271604938,-3.31481481481482,1551,696,748,696,0.448742746615087,1,0.5738078733268666,0.1086236598284196
704,"
I'm gonna bang this bitch the fuck out!
You better–you might wanna record the other way
You finna look at history bein' made in this motherfucker
Put a mirror on the goddamn screen!
Let's go, El-P!
Huh? Champ! So what we gonna do Mick?

I'm up at midnight, I'm dippin' off in my Nizzikes
A gun and a metal pizzipe, a knizzife is to my rizzight
I'm lurkin' servin' on pussies who lack a purpose
I've got 'em filled up with frizzight like, ""Mizzike is you all rizzight?""
I'm lookin' lurkin' on bitches twerkin' for service
The bitches bag is a Birkin, I'm yellin' screamin' and cursin'
I'm puttin' pistols in faces at random places like
Bitch give it up or stand adjacent to Satan
Bad man chillin', the villains is here
No Jesuses here, I hear the demons in my ear
And I want it, I need it, see it, I take it
Never fake it, wrap you motherfuckers up, leave you naked
The jewel runners, top tag team for two summers
Live and let live, fuck you cuz cause that's a fool's honor
I'm walkin' totin' on two llamas
You niggas ass and trash and trash, fuck it, I'm too honest
So fuck you fuckboys forever, I hope I said it politely
And that's about the psyche of Jaime and Mikey
You meet another pair better - highly unlikely
And if I can't rap, then maggot fuck, then fight me
I live for the thrill of the kill, yes it excites me
You know your favorite rapper ain't shit and me, I might be
The closest representation of God you might see
Pay honors like your momma young sonna and take a right knee
The passion of Pac, the depth of Nas, circa nine three
Mix the mind of Brad Jordan and Chuck D and find me
I spit with the diction of Malcolm or say a Bun B
Prevail through Hell, so Satan get ye behind me
(Run the Jewels)

I've never been much of shit, by most measurements don't exist
On the radar a little blip in the shadow of motherships
Been smothered and brashly muffled by hucksters of global spin like the sign on my back says ""stab me"", my soul is your little bitch
Maybe you should be careful when flippin' a stranger's switch
Like assumin' the war is won ain't a symptom of arrogance
When nothin' to lose a step up then everything's for the win
So we grin in the face of frauds and tell monsters to suck our dicks
I live to spit on your grave, my existence is to disgrace you
The kitten became a lion that look at your face like great food
That's why we got the people behind us
While other rappers are vaginas for the fame, the jewel runners will always stay rude
Motherfuck your permission, was never yours to begin with
And every bar of the bitch shit you spit is your fuckin' prison
I been here makin' raw shit and never asked to be lauded
Run the Jewels is the answer, your question is ""What's poppin'?""",Jeopardy,Run The Jewels,Antagonistic,1.75892559965637,2014-10-24,142,71,42,-8,44,3:22,11,0,492,8563,6.75,-7.09,16.37,-1.64,-21.88,22.86,-19.43,-7.45,23.03,-19.31,-21.6,30.13,-10.3860911270983,4.83453237410072,-4.98939929328623,-27.5759717314488,18.5661605206074,8.61822125813449,20.4938271604938,-11.3148148148148,2712,1425,1416,1416,0.5221238938053098,0,0.1757995676315555,0.5205635878512025
969,"

At home drawin' pictures of mountain tops
With him on top, lemon yellow sun
Arms raised in a ""V""
And the dead lay in pools of maroon below

Daddy didn't give attention
Oh, to the fact that mommy didn't care
King Jeremy the wicked
Oh, ruled his world
Jeremy spoke in class today
Jeremy spoke in class today

Clearly, I remember picking on the boy
Seemed a harmless little fuck
Ooh, but we unleashed a lion
Gnashed his teeth and bit the recess lady's breast, how could I forget?
And he hit me with a surprise left
My jaw left hurting, ooh, dropped wide open
Just like the day, oh, like the day I heard

Daddy didn't give affection, no
And the boy was something that mommy wouldn't wear
King Jeremy the wicked
Oh, ruled his world
Jeremy spoke in class today
Jeremy spoke in class today
Jeremy spoke in class today

Try to forget this (Try to forget this)
Try to erase this (Try to erase this)
From the blackboard
Jeremy spoke in class today
Jeremy spoke in class today
Jeremy spoke in, spoke in
Jeremy spoke in, spoke in
Jeremy spoke in class today
(Spoke in, spoke in)
(Spoke in, spoke in, spoke in, spoke in)
(Spoke in, spoke in)
Ooh oh, oh, oh, oh oh oh, oh oh oh, oh oh oh, oh oh oh oh
Ooh oh, oh (Spoke in)",Jeremy,Pearl Jam,Doloristic,1.43058753918169,1991-08-27,109,85,28,-6,29,5:18,4,73,588,7990,-0.25,-21.09,-16.63,-8.64,-35.88,-10.14,-26.43,-21.45,-9.97,-26.31,-35.6,-2.87,3.61390887290168,-10.1654676258993,9.01060070671377,-42.5759717314488,32.5661605206074,-6.38177874186551,34.4938271604938,-26.3148148148148,1210,498,556,498,0.4115702479338843,1,0.2950288242495562,0.0919801576116415
1245,"
You fell from the sky
Crash landed in a field
Near the River Adur
Flowers spring from the ground
Lambs burst from the wombs of their mothers
In a hole beneath the bridge
You convalesced, you fashioned masks of twigs and clay
You cried beneath the dripping trees
Ghost song lodged in the throat of a mermaid

With my voice
I am calling you

You're a young man waking
Covered in blood that is not yours
You're a woman in a yellow dress
Surrounded by a charm of hummingbirds
You're a young girl full of forbidden energy
Flickering in the gloom
You're a drug addict lying on your back
In a Tijuana hotel room

With my voice
I am calling you
With my voice
I am calling you

You're an African doctor
Harvesting tear ducts
You believe in God
But you get no special dispensation for this belief now
You're an old man sitting by the fire
You're the mist rolling off the sea
You're a distant memory in the mind of your creator
Don't you see?

With my voice
I am calling you
With my voice
I am calling you
Let us sit together until the moment comes
With my voice
I am calling you
Let us sit together in the dark until the moment comes
With my voice
I am calling you
With my voice
I am calling you
With my voice
I am calling you
With my voice
I am calling you",Jesus Alone,Nick Cave & The Bad Seeds,Doloristic,1.60644632234259,2016-09-09,155,49,28,-12,13,5:52,34,0,905,9521,29.75,-21.09,29.37,21.36,-35.88,35.86,3.57,-21.45,36.03,3.69,-35.6,43.13,-32.3860911270983,-26.1654676258993,-26.9893992932862,-58.5759717314488,-3.43383947939262,-22.3817787418655,-1.50617283950617,-42.3148148148148,1248,543,598,543,0.4350961538461538,1,0.3959174905060167,0.0967725011318186
910,"
Every knee shall bow
Every tongue confess
Jesus is Lord
Jesus is Lord
Every knee shall bow
Every tongue confess
Jesus is Lord
Jesus is Lord",Jesus Is Lord,Kanye West,Doloristic,0.581955634606481,2019-10-25,77,26,24,-6,33,0:49,83,56,890,8732,78.75,-25.09,-48.63,70.36,-39.88,-42.14,52.57,-25.45,-41.97,52.69,-39.6,-34.87,-55.386091127098304,-6.16546762589928,-49.9893992932862,-38.5759717314488,-26.4338394793926,-2.38177874186551,-24.5061728395062,-22.3148148148148,144,84,112,84,0.5833333333333334,1,0.5359619824488107,0.0840737812539095
1152,"
Kindness in your eyes
I guess you heard me cry
You smiled at me like Jesus to a child
I'm blessed I know
Heaven sent and heaven stole
You smiled at me like Jesus to a child
And what have I learned from all this pain
I thought I never feel the same about anyone or anything again
But now I know

When you find a love
When you know that it exists
Then the lover that you miss
Will come to you on those cold, cold nights
When you've been loved
When you know it holds such bliss
Then the lover that you kissed
Will comfort you when there's no hope in sight

Sadness in my eyes
No one guessed and no one tried
You smiled at me like Jesus to a child
Loveless and cold
With your last breath you saved my soul
You smiled at me like Jesus to a child
And what have I learned from all these tears
I've waited for you all those years
Then just when it began he took your love away
But I still say

When you find a love
When you know that it exists
Then the lover that you miss
Will come to you on those cold, cold nights
When you've been loved
When you know it holds such bliss
Then the lover that you kissed
Will comfort you when there's no hope in sight

So the words you could not say
I'll sing them for you
And the love we would have made
I'll make it for two
For every single memory
Has become a part of me
You will always be my love
Well I've been loved so I know just what love is
And the lover that I kissed is always by my side
Oh the lover I still miss... was Jesus to a child",Jesus to a Child,George Michael,Doloristic,1.46512224280454,1996-05-13,174,42,53,-12,19,6:51,31,61,1169,5222,26.75,3.91,48.37,18.36,-10.88,54.86,0.57,3.55,55.03,0.690000000000001,-10.6,62.13,-39.386091127098304,-20.1654676258993,-33.9893992932862,-52.5759717314488,-10.4338394793926,-16.3817787418655,-8.50617283950617,-36.3148148148148,1475,568,626,568,0.3850847457627118,1,0.637601159808896,0.0967623318880139
275,"
We at war
We at war with terrorism, racism
But most of all we at war with ourselves

(Jesus, walk)
God show me the way because the Devil's tryna break me down
(Jesus, walk with me)
You know what the Midwest is? Young and restless
Where restless (Niggas) might snatch your necklace
And next these (Niggas) might jack your Lexus
Somebody tell these (Niggas) who Kanye West is
I walk through the valley of the Chi where death is
Top floor the view alone will leave you breathless *gasps*
Try to catch it *gasps* it's kinda hard
Getting choked by detectives, yeah, yeah, now check the method
They be askin' us questions, harass and arrest us
Sayin' ""We eat pieces of shit like you for breakfast""
Huh? Y'all eat pieces of shit? What's the basis?
We ain't going nowhere but got suits and cases
A trunk full of coke, rental car from Avis
My mama used to say only Jesus can save us
Well mama I know I act a fool
But I'll be gone 'til November, I got packs to move
I hope

(Jesus, walk)
God show me the way because the Devil's tryna break me down
(Jesus, walk with me)
The only thing that I pray is that my feet don't fail me now
(Jesus, walk)
And I don't think there's nothin' I can do now to right my wrongs
(Jesus, walk with me)
I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
(Jesus, walk)
God show me the way because the Devil's tryna break me down
(Jesus, walk with me)
The only thing that I pray is that my feet don't fail me now
(Jesus, walk)
And I don't think there's nothin' I can do now to right my wrongs
(Jesus, walk with me)
I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
So long, so long
(Jesus, walk with me)

To the hustlers, killers, murderers, drug dealers, even the scrippers
(Jesus walks for them)
To the victims of welfare feel we livin' in Hell here, hell yeah
(Jesus walks for them)
Now, hear ye, hear ye, want to see Thee more clearly
I know He hear me when my feet get weary
'Cause we're the almost nearly extinct
We rappers is role models: we rap, we don't think
I ain't here to argue about His facial features
Or here to convert atheists into believers
I'm just tryna say the way school need teachers
The way Kathie Lee needed Regis, that's the way I need Jesus
So here go my single, dawg, radio needs this
They say you can rap about anything except for Jesus
That means guns, sex, lies, videotape
But if I talk about God my record won't get played, huh?
Well if this take away from my spins
Which'll probably take away from my ends
Then I hope this take away from my sins
And bring the day that I'm dreamin' about
Next time I'm in the club, everybody screamin' out
(Jesus, walk)
God show me the way because the Devil's tryna break me down
(Jesus, walk with me)
The only thing that I pray is that my feet don't fail me now
",Jesus Walks,Kanye West,Doloristic,1.75095023552123,2004-02-10,87,83,64,-5,72,3:14,61,72,43,1949,56.75,14.91,-38.63,48.36,0.119999999999997,-32.14,30.57,14.55,-31.97,30.69,0.399999999999999,-24.87,1.61390887290167,32.8345323741007,7.01060070671377,0.42402826855124,30.5661605206074,36.6182212581345,32.4938271604938,16.6851851851852,2784,1164,1239,1164,0.418103448275862,1,0.2395343525913032,0.1045041836563707
671,"
What was it like to see
The face of your own stability
Suddenly look away
Leaving you with the dead and hopeless?
Eleven and she was gone
Eleven is when we waved goodbye
Eleven is standing still (Waiting for me)
Waiting for me to free him by
Coming home

Moving me with a sound
Opening me within a gesture
Drawing me down and in
(Showing me where it all began)
Showing me where it all began
Eleven
He was too scarred to realize
You were the voice that's been calling me back home

Under a dead Ohio sky
Eleven has been and will be waiting
Defending his light and wondering
Where the hell have I been?
Sleeping lost and numb, I'm
So glad that I have found you
I am wide awake and heading home

I wish that I could see you
Turn and run to play
Dreams are fading
Carry my ancient soul
Carry me into the light
Aim your body heavenly
Enduring a memory
I'll come to your light
Hold your light where I can see it
High

Hold your light, Eleven
Lead me through each gentle step, by step
By inch by loaded memory, I'll move to heal
As soon as pain allows so we can
Reunite and both move on together
Hold your light, Eleven
Lead me through each gentle step, by step
By inch by loaded memory until
One and one are one, eleven
So glow, child, glow
I'm heading back home",Jimmy,TOOL,Antagonistic,1.67328399500407,1996-09-17,126,69,48,-8,46,5:24,1,53,300,1464,-3.25,-1.09,0.370000000000005,-11.64,-15.88,6.86,-29.43,-1.45,7.03,-29.31,-15.6,14.13,-12.3860911270983,6.83453237410072,-6.98939929328623,-25.5759717314488,16.5661605206074,10.6182212581345,18.4938271604938,-9.31481481481482,1257,633,658,633,0.5035799522673031,1,0.4752272490836964,0.0942377590456244
906,"On Jubilee Street there was a girl named Bea
She had a history, but she had no past
When they shut her down, the Russians moved in
Now I'm too scared, I'm too scared to even walk on past
She used to say:
All those good people down on Jubilee Street
They ought to practice what they preach
Here they ought to practice just what they preach
Those good people on Jubilee Street
And here I come up the hill
I'm pushing my own wheel of love
I got love in my tummy and a tiny little pain
And a ten ton catastrophe on a 60 pound chain
And I'm pushing my wheel of love on Jubilee Street
Ah, look at me now


The problem was she had a little black book
And my name was written on every page
Well, a girl’s gotta make ends meet
Even down on Jubilee Street
I was out of place and time, and over the hill, and out of my mind
On Jubilee Street
I ought to practice what I preach
These days I go downtown in my tie and tails
I got a fetus on a leash
I am alone now, I am beyond recriminations
The curtains are shut, the furniture is gone
I’m transforming, I’m vibrating, I’m glowing
I’m flying, look at me now
I’m flying, look at me now",Jubilee Street,Nick Cave & The Bad Seeds,Doloristic,1.54332504878683,2013-02-18,83,42,34,-11,33,6:36,43,0,370,982,38.75,-15.09,-42.63,30.36,-29.88,-36.14,12.57,-15.45,-35.97,12.69,-29.6,-28.87,-39.386091127098304,-6.16546762589928,-33.9893992932862,-38.5759717314488,-10.4338394793926,-2.38177874186551,-8.50617283950617,-22.3148148148148,1133,557,604,557,0.4916151809355693,1,0.4946933900504671,0.0861433495823297
957,"
You're such an inspiration for the ways
That I will never, ever choose to be
Oh, so many ways for me to show you
How your savior has abandoned you

Fuck your God
Your Lord, your Christ, He did this
Took all you had and left you this way
Still you pray, you never stray, you never
Never taste of the fruit
Never thought to question why

It's not like you killed someone
It's not like you drove a hateful spear into his side
Praise the one who left you broken down and paralyzed
He did it all for you
He did it all for you

Oh, so many ways for me to show you
How your dogma has abandoned you

Pray to your Christ, to your God
Never taste of the fruit
Never stray, never break never
Choke on a lie!
Even though He's the one who did this to you
Never thought to question why

Not like you killed someone
It's not like you drove a spiteful spear into his side
Talk to Jesus Christ as if He knows the reasons why
He did it all for you, oh
He did it all for you, woah
He did it all for you",Judith,A Perfect Circle,Antagonistic,1.38687455065582,2000-01-01,82,89,37,-5,30,4:07,0,69,377,6399,-4.25,-12.09,-43.63,-12.64,-26.88,-37.14,-30.43,-12.45,-36.97,-30.31,-26.6,-29.87,7.61390887290168,-9.16546762589928,13.0106007067138,-41.5759717314488,36.5661605206074,-5.38177874186551,38.4938271604938,-25.3148148148148,984,422,481,422,0.4288617886178861,1,0.5610438622711913,0.0948533703706747
1304,"
Would you come to me if I was half drowning?
An arm above the last wave?
Would you come to me? Would you pull me up?
Would the effort really hurt you?
Is it unfair to ask you, to help pull me up?

The window broke the silence of the matches
The smoke effortlessly floating
Pull me up
Would you be my lord and savior, pull me up by my hair?
Now would you kiss me, on my lips?

Burning fever burning on my forehead
The brain that once was listening now
Now shoots out its tiresome message
Won’t you pull me up?
Scalding, my dead father has the motor and he's driving
Towards an island of lost souls
Sunny, a monkey then to monkey
I will teach you meanness, fear and blindness
No social redeeming kindness
Or – oh, state of grace

Would you pull me up?
Would you drop the mental bullet?
Would you pull me by the arm up?
Would you still kiss my lips?
Hiccup, the dream is over
Get the coffee, turn the lights on
Say hello to junior dad
The greatest disappointment
Age withered him and changed him
Into junior dad, psychic savagery
The greatest disappointment
The greatest disappointment
Age withered him and changed him
Into junior dad
",Junior Dad,Lou Reed,Doloristic,1.70748704542866,2011-01-01,59,25,15,-9,7,19:29,2,22,919,1136,-2.25,-34.09,-66.63,-10.64,-48.88,-60.14,-28.43,-34.45,-59.97,-28.31,-48.6,-52.87,-56.386091127098304,-32.1654676258993,-50.9893992932862,-64.5759717314488,-27.4338394793926,-28.3817787418655,-25.5061728395062,-48.3148148148148,1137,567,606,567,0.4986807387862796,1,0.2032517695079816,0.1038583497383874
